fus_acq,aud_acq,fus_ext,aud_ext,fus_tes,aud_tes
-0.43427647365237,0.279306875457455,-0.158201803526194,-0.0660383210828112,-0.100032922116571,-0.26755922124165
0.00917908180042302,-0.0985048982162457,0.870927207381516,1.43680515064486,0.843709092336411,-0.060607419667764
0.669258155359933,-0.330022345797009,0.00177091260163653,-0.289503954853561,-0.0441162810054503,0.335238390683025
0.406714609511315,0.253133557699711,0.790973393235801,0.215391960946963,-0.0213658199246273,0.308421685961346
0.0353069409215459,0.142739812805951,0.444683140534996,0.244378258973009,-0.296822924987307,0.202308329326996
0.516346787771336,0.0517136735454318,-0.413790496331223,-0.572682450944819,0.546195864354384,0.194724212927132
0.0397413506517861,0.481494014549881,0.724941334579671,-0.270826557809936,-0.166871144527124,-0.392341476584295
1.10811700722712,0.370225904487398,0.767695167914647,0.309813561176675,0.252166343595194,-0.193080718616068
0.0787686979613569,-0.235200136060044,0.466818639936221,-0.0978755705566887,0.573339544155729,0.917303323534858
-0.249158105890042,0.283345174733173,1.52667890469059,-0.0724704040057925,-0.343893501514488,-0.45977305805784
0.148325378471887,0.61918604860742,1.09538622602244,0.427745019726465,0.22001509814887,0.538075782248393
-0.176748402792569,0.0560178854031373,0.101725323225098,-0.0975663835269187,-0.35560475451571,0.448168702199334
0.22236617133727,0.0735613678208646,0.125207116567319,-0.174629869384905,0.305466405180129,0.591252416723244
0.287329108678611,0.02546781204663,0.103922019383073,-0.172828662601796,-0.227191821982388,0.0280101178084902
0.219891904166107,-0.517053243111651,-0.0375865179905281,0.757743940476384,0.220077982427542,0.507827248024934
-0.244715142848935,0.479468197989873,-0.127956400074546,-0.346031704972861,-0.244050558376582,0.351641573543422
0.133120585518501,-0.0585555611097858,0.778278626340113,-0.130014015946067,0.245161676675357,0.651376696297782
-0.158348515777142,-0.235260079107297,0.494188068484439,0.546694124111495,-0.0650693397532907,1.04519427871905
0.700573563843322,0.170675059835572,0.300820671014615,-0.419725002637389,0.041764175422592,0.295986374471764
0.355412982399133,0.408100896639152,0.493095779994356,0.699322946900368,0.20911017873821,-0.312138637815961
0.051733198283967,-0.315518569944891,-0.0343428522177518,0.598715647128649,0.422093625694457,-0.0266138525700413
-0.349795940739215,-0.295058000943032,-0.037708185795968,0.0721054820112469,-0.373688448707187,0.00630819926198775
0.53285271158753,0.512904696756084,-0.120613432506272,-0.0927087494070896,0.0808254514637493,-0.251015910499111
-0.0262790302444383,-0.0896386367882285,0.488243591836591,0.217495541279078,0.369518459660015,-0.331339804246944
-0.0407133213510868,0.0401534186453406,1.03992768089629,-0.00117127892692483,0.0820004086957258,0.37762832120314
0.778626096581086,0.43732612578489,-0.0118828169642263,0.612557484085818,-0.254425653817433,0.562614681567251
0.66848882860641,0.291155797343778,0.0650163182743605,-0.100899323966334,0.590624938264036,-0.170843591467273
-0.190172566205104,0.434395458368941,-0.244639501823296,0.378965765551222,0.952983124041823,-0.238310350237789
-0.254942595978755,0.303235951926993,0.137769195048992,0.608538223657554,0.256408947106514,0.279322240941494
0.690502131209488,0.153974065460601,0.0615320020919665,0.314851835865099,0.297191788562006,0.487882755384986
0.326742185248577,-0.412833380733066,-0.173415314452098,1.0162949178668,0.894658079236491,0.165685985650713
0.0122589611090854,0.363812391701367,0.0915438754612992,-0.0496907778427388,-0.331104163531946,0.0772725860322274
0.0697769239830036,-0.0227686369003825,0.731345133138179,0.71813487486355,-0.0424626421259616,0.121878952940588
-0.166491115463094,0.443035568548781,1.04851933907662,0.119536063365555,-0.176107396816531,0.135424043621279
-0.0764633157450627,0.530370432159009,-0.379390843797362,-0.0163949331558583,0.185644909249595,-0.677347685060645
0.0755908344151527,0.201509161959766,-0.196235475664107,0.627520610954018,0.22372609129812,0.0787802572825585
-0.0325126131292646,0.719772973076204,0.578167955687901,0.240299227589895,-0.108115835512317,0.60330441028557
0.0722735941556435,0.415636018417465,0.138731075944704,-0.10493845752189,-0.135834573504495,0.33955120029547
0.233237878792651,0.850213915584206,-0.339560811842517,-0.599251041913573,-0.0533917808477795,0.236620688747432
-0.0944957146537597,-0.0148426262510646,-0.215010023569065,-0.418633209566973,0.339284058224722,0.388917202401064
-0.449255329047155,0.204782596090765,-0.12113393740434,0.117377481137589,-0.0280746979121785,-0.0313966745905651
