hpc_acq,dlpfc_acq,hpc_ext,dlpfc_ext,hpc_tes,dlpfc_tes
0.164497282743267,0.122625840485449,-0.316349187913401,-0.119764485992089,-0.17050999500803,0.446924675503158
0.571079919589277,0.206594771435076,1.2431260140641,0.740061857105158,0.248717412005142,0.443548102535835
-0.404481883955873,0.249136188410578,0.449856939887645,-0.254049222503516,-0.343234682729608,0.0892619334064869
0.0439831567585007,0.81305537506557,-0.0152378953445386,0.160504872136251,0.309678730878563,0.225738836556485
0.706257861855925,0.145969272214344,0.965408201855401,1.05345278391274,0.251329860381928,0.548321202806003
-0.424422384049882,0.546600682295298,0.357481529601764,-0.235561457851515,-0.0789283816088059,0.404441204871062
-0.641589794301285,0.614769473831331,0.648598058730643,-0.319614854636184,0.424594324139984,0.453153439001815
0.207917586609685,0.0569672045320165,0.609170995408501,-0.00706278294492345,-0.437257070350673,0.3900843561544
-0.0826952703734666,0.144871042445513,-0.412608140166772,-0.0127216409357723,0.157987668568189,1.13279421450735
0.33484201448076,0.556095120429613,0.284564591540812,0.798559752660041,0.55927790446041,-0.405506109756177
0.51346036251755,0.461332540045358,0.107029293794087,0.234292959423837,-0.628453478320885,0.151606391633506
0.116503384576428,0.497217108559505,-0.102833181036227,-0.0649017730888192,-0.0734257619698888,0.526411436996351
0.179439650117364,0.112133455644692,-0.237378439598933,0.551409269939662,-0.0606065790291898,0.445204303524552
0.197929144885777,0.320192334494348,0.333288158865296,-0.124196109684091,-0.0991707084211399,-0.496937061140902
-0.148744451811641,-0.101083063084344,0.276394021347439,-0.208358261849411,-0.28687924595033,0.228847414566279
0.340737056010505,0.419525507183291,-0.00336626424790881,0.201740785084796,0.387903328713762,0.326890394369557
0.274813496181796,-0.19915670939016,1.01165513805753,1.21605516337621,0.511311513167854,0.0311580221760992
0.100112178472208,0.179770672039979,0.429552903449953,0.833124803221007,0.0102318570073156,0.0585277962285664
0.1879174191511,-0.0312182805903974,0.144757118453748,0.678366233098688,-0.584955143861313,0.725123962439986
0.170378255734128,0.388225893604201,1.17848932448894,0.946389268719173,-0.343813392232978,0.101228502170245
0.421079320804666,0.578120269446586,0.389370671920102,-0.107115065473477,-0.415255618434184,0.0609223556481937
-0.11579593284189,0.0582683238057663,-0.53877888943767,-0.419059405126213,0.0861171315921018,-0.352265322972521
-0.237702407019894,0.115627697590839,0.275618587944415,-0.119969407512452,-0.460310147857726,0.740930524854878
-0.211843988804632,-0.194870466170237,-0.43150648962457,0.0717463779844487,-0.197442849536741,-0.0506928426661152
0.393648288953485,0.280963343082755,0.319519278177216,0.121031582808088,0.20900960889789,-0.0601939362212709
0.307788929559644,0.465723880852686,-0.216486092516248,0.236728244190277,0.0443340184210091,0.770235273843191
0.0881741395445873,0.179071211456239,0.819559303027771,0.36323843010902,-0.824957002329546,0.21902597619258
-0.351955994430115,0.388019303590823,-0.496930940872571,1.41398514711074,-0.4358814578382,0.0884860781067463
-0.279142584051107,-0.265890292412105,-0.026044844115556,0.555186450916041,-0.233560920201981,0.408929014161579
0.51665609510262,-0.302524670480765,0.0298679544887085,-0.145712307755527,0.216513077203621,0.22571702530214
-0.0146611050718985,-0.281676593175427,0.622367828382041,0.476549545536669,0.587878173164225,0.537869909735645
0.0895847070763093,0.563932681644652,0.11547715776403,0.103752805797779,-0.179928275796698,0.337129750178745
-0.232630404057595,0.31574304150292,0.266890026451493,0.738397903023583,-0.0553258144048894,1.00080326915472
0.556206931181673,0.377720386351138,-0.0481979064350097,-0.266726330220868,0.441918634128378,0.483203655255111
0.175968476319332,0.402211054799841,0.00606374781445185,-0.0370531433157531,0.412869851973649,-0.0152234840029944
-0.059536097751776,-0.00343606469988443,0.331679939839986,0.343571579635702,-0.0762565800180973,0.75991643092826
-0.167433094668415,0.0103358155104001,0.0497125705517211,0.907125056050358,0.0400049058969993,0.121840565720236
0.194362122537972,0.113129400549575,-0.485946630724905,0.0120793286234665,-0.142220147509838,0.799354030191735
0.490498842664982,0.355810829895877,-0.468125281444829,-0.200395174623841,0.114836932453876,0.198951890299564
-0.125736825532955,0.31599865016361,0.302973591108547,0.784865388031982,-0.10098454409893,-0.13142671055377
-0.100864901910742,0.716637970288458,-0.458164866614951,-0.13505410104213,-0.31365028784612,-0.00878761083951762
