cspE_hpc_acq,cspE_dlpfc_acq,cspE_hpc_ext,cspE_dlpfc_ext,cspE_hpc_tes,cspE_dlpfc_tes,cspS_hpc_acq,cspS_dlpfc_acq,cspS_hpc_ext,cspS_dlpfc_ext,cspS_hpc_tes,cspS_dlpfc_tes
0.578784516800135,0.640945034845035,-0.173175241651932,0.0876338952755819,-0.236850517993092,1.001875247569,-0.0795907483773403,-0.18556551450834,-0.0735411589006479,-0.32376984901492,0.841057247616327,0.747957665646191
0.677041320786571,0.30955804589366,-0.0178500675254341,-0.590218531570227,0.204116799248092,0.343152448851438,0.310595921377687,0.357699556103933,-0.272076944274874,0.076657865694937,0.253271261496245,-0.283916962746257
0.00469990694212287,0.049918448158467,0.140904375565179,0.901379842806761,-0.0820057251212706,-0.151615371713929,0.328973781162915,0.0817803456483477,0.109140665236743,-0.635089158267896,-0.306883445869176,0.154364120316783
0.455567781080022,-0.0777540418686039,0.931596721125642,-0.526212242430834,0.752919080779066,-0.0776243112082813,-0.0894253242351557,-0.121208972986779,-0.115814795918878,0.240591386018726,-0.11400149980918,0.0970975266665237
0.309299880970839,0.110569386619755,0.215716253979054,-0.24180647856188,0.204350103905076,-0.664775843245556,-0.477163700917083,-0.352994549421169,0.201175639551293,0.886038680700073,-0.0570317626072049,-0.320713857338861
-0.222115668303447,-0.444548725822259,0.615203776379716,0.235389852136857,-0.100728961945411,-0.604328495747101,0.465891994729908,-0.265671088578829,-0.0892716674530937,0.635089057376002,-0.404334453052714,-0.137804887172654
0.982499501017107,0.403512124471727,0.0529487761451363,-0.317043980244705,0.445885203699138,1.0872423700436,-0.0860375245228013,0.147948430464582,-0.17968572987163,-0.368261865107092,-0.0912007091513903,0.164317347166305
0.533512579866843,0.866539764933675,0.205496431766531,0.830567529024652,-0.416710043887297,-0.0834410353739268,0.641625028520874,-0.117727672071065,1.23779102868544,-0.506835287883272,0.154597332171594,0.413688383302654
0.226155187388447,0.0689512638770766,0.708095625965112,-0.140317609746674,0.494871627345166,0.195190642418764,-0.320589116623316,0.419092241973681,0.000691914972114131,0.447255477053575,-0.328652270976366,-0.646730711934161
0.101625825596191,-0.153709434756272,-0.267449045834703,-0.330142026298343,0.213056164691605,0.338675817923128,-0.224308506340042,0.446901774150297,-0.518578658944468,1.18517572435507,0.394501153551118,0.265015592762053
-0.2034811393141,0.610263101048354,-0.121154531126327,0.530673766905038,-0.181112915544737,-0.135795240496042,0.133194161465895,0.518427227767918,0.145354672404569,-0.477718109332869,0.332638078613903,-0.0906876420690835
-0.0558635974162703,0.948912181015797,1.00392392420851,0.429645243430189,0.403907912827254,0.418776159079273,0.38028179127674,0.344938942158009,0.577922720754932,0.23867177177523,-0.720862029340449,-0.577949974495042
0.571106432877623,0.142745139681945,-0.0335395420602397,0.327604069301375,0.12040403844093,-0.09820092848894,-0.00100271545664661,-0.0416863387295719,0.669776749893692,0.457932611991442,-0.0584464832441027,0.141112946091857
0.125725888175606,0.382875497740704,-0.0159562657416955,0.292061311399812,0.91510447966672,0.0649037402235669,0.457989111606881,-0.0625484000250106,0.0328690057138031,-0.130062440945832,0.23587927843949,0.477024255372771
0.590454464948231,0.753314401925905,-0.124562069513841,-0.125629439550543,0.179563415943128,0.0406443370897321,0.196982543013386,0.573290589999041,-0.157022026416249,-0.268477481864106,0.0152450075061878,0.36244024546342
0.300584269667646,1.23290018936885,0.466068449807633,0.177046534079813,0.572891495763979,0.386902266134971,0.214020771481968,-0.257219414754656,-0.399839710187957,-0.127780932052948,-0.00257063735650755,-0.400958440095495
-0.223854036396894,-0.355288704814731,-0.382678881222413,0.510693381749509,0.232698441529173,0.661414375183203,0.391622175008447,0.298164426673394,0.201204932724537,-0.428784376116858,0.516629615991473,-0.021975690633247
-0.0491728641458843,0.364834790473182,0.442253470690854,0.7490203066947,0.622871594637951,-0.0892730523574584,-0.21694164466998,0.665284163194282,-0.0739145561005167,0.552383931030577,0.141914664639083,0.286928192034067
0.262063957745739,-0.00695383782716182,0.856283653138037,0.281086541241822,-0.213709906132748,0.558241808071494,-0.407816554494518,0.71137645646607,0.509218865434668,0.220054284091115,0.922434311952406,0.477093732883963
0.141022868495061,-0.217210374584228,0.120007349096637,-0.000722296763728675,0.640286244600557,0.338851355998872,0.217632309861622,0.348467897339786,-0.309651234096011,-0.0234614921733177,-0.495760593071787,-0.255087978305595
-0.0954145463703942,-0.10872747387618,0.364605746146981,0.684886695507169,0.164878300256909,-0.37567583059563,0.243208178906888,-0.0600800001985143,1.08492439266835,0.610384941103496,0.0855190287024166,-0.173179847571031
-0.173711556449768,0.325329592267446,1.18163898366525,0.464686560170211,0.828470808648406,-0.0613606830265982,0.220632147473328,0.614942454172712,1.08054916465167,-0.259189517013968,-0.210803944339782,0.436836864488847
