cspE_hpc_acq,cspE_dlpfc_acq,cspE_hpc_ext,cspE_dlpfc_ext,cspE_hpc_tes,cspE_dlpfc_tes,cspS_hpc_acq,cspS_dlpfc_acq,cspS_hpc_ext,cspS_dlpfc_ext,cspS_hpc_tes,cspS_dlpfc_tes
-0.552122685745002,0.238707526894679,0.449574545750357,0.199664332653994,-0.121355125414211,0.361204498450744,-0.170832356888145,0.307449792026945,0.0651788998399201,-0.131701336164569,0.739711107121978,-0.194905908250143
0.0546042825628527,-0.218454759291158,0.813606480288917,-0.246989692433007,0.119951767262577,0.143486238719674,0.613116556288483,0.380537835140141,0.393764124524943,-0.0839637229339694,0.914492723487468,0.523126223207629
0.233850480243436,-0.328780951540774,-0.188574802039773,0.274764077823542,-0.345824887948755,0.179661996272083,0.340822809459008,0.321973413579128,0.385881121055474,-0.397420423031248,-0.0150378442796543,0.214403668276527
-0.180073607162044,-0.329740833611291,0.446756490065575,0.27734852550315,-0.216022911453192,1.00647466073712,-0.0117047330744888,-0.0472536549179514,0.658526528687386,-0.294730236662755,-0.0099404795771027,0.40671169612626
-0.0183982008724306,0.51974345968554,0.525573474562191,0.660022376055965,0.153661051816493,0.555837203229854,0.878755209197239,0.329456852140054,1.01824417446153,0.155611428328637,0.507461265775484,-0.130976886585022
0.120197435417651,0.112931203895582,0.267250695041286,0.632932253313167,-0.119197164439696,0.18987377709502,-0.0878516810802909,-0.104435793154281,0.0468395841111588,0.069596631917711,-0.141500960792737,0.32808793843339
0.0121041989776914,0.323040257672479,0.439637504772867,0.275494434896409,0.0030378487419267,-0.324302504356619,0.233818743816724,0.0179612073897691,1.40694660755774,-0.360901971990463,0.43388512245808,0.414379502406459
0.375006920556317,0.264006326427965,0.569184741357618,0.600052473309394,-0.78762017022632,-0.273663940094076,0.168571200362749,-0.139656087858351,1.3159768936519,0.73203869131074,0.453860511463876,0.320064048854571
-0.0413533608314643,0.400498325564623,0.0481498531244675,-0.580641463499471,0.210874061962085,0.641753358044914,0.42695540590869,-0.115207609475355,-0.313057615725955,0.679640468735484,0.241282749455601,-0.330164675937271
-0.0610536213776698,-0.0531110438059136,0.435207369655631,0.243773735050925,0.243205119387283,-0.330435116090612,0.116510227159893,0.120953548994567,0.47414274288342,-0.0471503409281618,-0.0599029421418499,-0.0225963399019959
0.384730964108678,0.376170287121748,0.183989052142487,0.280161741399575,0.247301800064016,-0.276471998117232,0.16988167901434,0.274797177249172,0.86463062598415,-0.14224632717421,-0.070556533503043,-0.0956368430784108
0.143313378267207,0.274265337006031,0.121458142705443,-0.0554002834367128,0.46750889585195,0.0304715722435203,0.12771762059109,0.417090686620359,0.0031996517908883,-0.611671914486135,0.0304480914740036,0.55318653248574
0.339647482620575,0.602331823779106,-0.0322627789562064,0.183124890823885,0.334747672100886,0.252944666566371,0.727240094499751,0.39107065819746,-0.2526650283853,1.0463573032514,0.65032524225128,0.686467338120674
-0.019098588882518,-0.0652436369662068,-0.370638256007668,0.0245660791953201,-0.107969797444955,-0.274271836951893,0.362211622632056,0.0817572535573686,-0.438306115892285,0.877351269075306,-0.147019045933859,0.218300652160308
-0.152449461948047,0.437651678635635,0.222268586781996,-0.166391775548432,-0.462843143365393,-0.0402185421680844,0.33529865506189,-0.0829897743299148,0.526304357428408,0.136989863113563,0.318010683985815,0.525069261822879
0.883714158945552,0.811624701670961,0.406592583545711,0.416970250020048,0.142760986389421,-0.3443097735996,0.312887030625498,0.23202562856103,0.237693663107908,-0.159713190961424,0.469540018134082,-0.342200522446529
0.188879803727329,0.202294432728735,0.814777788959522,1.56179746088177,0.754026924575748,0.225076968540881,0.265266421997968,0.800356186256479,0.272655165667595,0.568394926087885,2.00366436845795,-0.285406020415119
0.100948554166521,0.144942159038313,-0.318304928684974,0.975833926504971,-0.445592984914642,0.645195409938857,-0.160230637568061,0.75000076510552,0.476609002754728,1.23506894118038,0.3883631963163,0.434727278690323
-0.171972258632102,-0.0387881463861856,-0.376265721754611,-0.320437921638905,-0.139737197414908,0.525565825131482,0.343096589504338,0.041549949658936,0.0158095613809561,0.032236837124316,-0.2554658361479,0.511221439281321
