hpc_acq,dlpfc_acq,hpc_ext,dlpfc_ext,hpc_tes,dlpfc_tes
0.0137852402123216,0.000641234491287834,-0.0625860704775787,0.0249888100267673,-0.0309775636240573,0.197812353573086
0.150123631941236,0.341065656683821,1.12006131817814,0.823841830457332,0.786026773362873,-0.0288473798964197
0.0311868367771235,-0.141846708258272,-0.243596925532442,0.56341782816202,0.255625597553169,0.509176188920349
0.156524722808204,0.135538941020331,-0.0302576366921078,0.0884760093145471,0.1753336317298,-0.211512605577797
0.55975118561146,0.474931938041848,0.342359720644559,0.790507796765768,-0.263931385812237,0.792908214873876
0.0952636701943545,0.633042618767944,0.366812213281079,0.021728755360782,-0.162901483442028,0.211455393534579
-0.495024375399729,0.334898718879257,1.51574666009295,0.192618646510795,-0.31460569826315,0.0591338361358909
0.242200254558336,0.215753468404727,1.34879125546018,-0.142581997423599,-0.107867860045998,1.58011244461799
0.913359558123718,-0.211861187160299,0.239888623016929,0.727125062855165,0.793246528791312,0.156449920419617
0.83822208290936,0.410576420354308,0.50599100279297,1.02036472604972,0.148794879068406,0.53559727628286
0.648763753385342,1.04531114165587,0.0226147043529647,0.108629763558231,-0.324019525762559,-0.21359412258306
0.0150821048426251,1.02704015157096,0.321068329558564,0.214140265098046,0.236544065888467,0.33917004582703
0.159877174582729,0.0253684315097496,0.0330565494354317,0.71252379473961,-0.254574354164072,0.544865228375074
0.345169301977281,0.498337199545305,-0.351659700948763,0.0364607468549479,0.261623800669612,-0.0293281984583765
-0.177267186613643,-0.217870488806621,0.0752952267789729,-0.120648109657334,-0.966806674051597,-0.0514286677959426
0.0175198061685926,0.419555339093281,0.657441876639823,-0.244215354795147,-0.931042649785142,-0.436278112691363
0.326180535010195,0.141856040720615,0.52083354669049,1.20565911725181,-0.131769164404537,-0.157926073593067
-0.444956304213304,0.33829317494667,0.338767486144888,0.904297039960015,0.294716322953722,0.017563253003691
-0.22878756745382,0.27270821169166,-0.230335353518124,-0.0433586759542268,-0.307726071988437,0.383440339971513
-0.175676374264274,0.235060340735887,0.589324922125056,0.221217648988665,0.181519746345617,0.625938322851062
-0.0922274787319052,0.234609428439688,-0.150045846636865,0.130353993459571,0.337967653563926,-0.0466706532201903
0.163847180405263,0.11911316298774,-0.545638623284912,-0.263498022348686,-0.521886345624252,0.439979836624909
-0.0282480879863179,-0.258354872430109,0.096426396804906,-0.221711292452734,0.158340537596425,0.508145353043925
0.43041679249746,-0.0441959204463746,-0.0996725708194423,0.350914687228221,-0.0845826104662274,0.746347040465424
-0.438267065118974,-0.150745905819786,0.529834601783293,-0.0934547336569105,-0.129041828505257,-0.0171686880016914
0.861632109003334,0.565727652344172,-0.151824988279621,-0.415177576153687,-0.137197621819971,0.458367647343029
0.102670141977276,0.0180971438875411,0.154799847062292,0.205393903741328,0.782148601126565,0.494028318822745
-0.0681778360787297,-0.0643487353603618,0.136899354747501,-0.0641360527463152,0.382086979056145,-0.00267347035376181
0.111914745155998,-0.132236003992864,-0.358075637445677,1.20510850798513,0.000501379773775595,0.189075085285716
0.242476552206586,0.751722625028421,0.182524750027122,-0.0938902191919791,-0.0651612603728244,-0.183859287518617
0.21438604561435,0.0456866861905939,0.131297771661316,-0.200345302833395,0.99906778400847,0.539182025210244
0.399215225891003,-0.500165598421255,0.488059938051509,-0.0259281080558429,0.0608782487140096,0.465557197214931
-0.225498975806415,0.407524567049521,0.302345742025049,0.249139963194527,0.0393650462434422,-0.10169482340856
0.983431230523817,0.299293642227941,-0.0495901879958663,0.547080070102497,-0.12516467549142,-0.0620668516849771
0.625053199952223,-0.0101335749450492,-0.328803076808336,0.465249993931002,0.991341017498444,0.503396745690616
0.518588446466529,-0.0339116384283169,0.100399387216629,0.0066660157332844,-0.483178107206229,0.104991132108046
-0.0267764144405216,0.0914183029659125,0.329852875534471,0.944480330110386,-0.0223900331515921,0.0372682824084963
0.362604317229937,0.0856732070444645,0.323637895734753,0.463310917394007,-0.409510515033782,0.389661478376885
0.458040399962076,0.132590348196396,-0.242944439979733,-0.513032439060343,-0.392828997642442,0.137203941910146
0.228254979401034,-0.293435633884133,0.593668066734329,0.660350001570109,-0.173608445155439,0.0948778251140016
0.37016287837625,0.220583507866065,0.398214363955376,-0.350543317761788,-0.282416470821384,0.0379999475428636
